file_name,timestamp,my_ship,ship_id,ship_type,length,width,draft,latitude,longitude,knot,heading,bbox_x,bbox_y,bbox_width,bbox_height
1frame_8,2025-09-23 16:08,0,5,Fishing,51,30,3,36.34,127.3708057,7.2,0,340.1103,282.5469,407.0995,241.5431
1frame_9,2025-09-23 16:09,1,2,Boat,176,30,1,36.34,127.3731635,2.3,203,0.0,0.0,0.0,0.0
1frame_10,2025-09-23 16:10,1,2,Boat,176,30,1,36.35,127.3748558,5.5,203,0.0,0.0,0.0,0.0
2frame_1,2025-09-23 16:01,1,2,Boat,45,16,1,36.35,127.3841159,7.3,188,0.0,0.0,0.0,0.0
2frame_2,2025-09-23 16:02,0,0,Fishing,70,28,2,36.35,127.3921418,2.4,81,854.1096,355.4607,149.7815,67.94742
2frame_2,2025-09-23 16:02,0,1,Fishing,250,46,1,36.36,127.3847336,2.9,7,372.3191,364.9125,78.46542,45.44409
2frame_2,2025-09-23 16:02,1,2,Boat,45,16,1,36.34,127.3825764,7.9,188,0.0,0.0,0.0,0.0
2frame_2,2025-09-23 16:02,0,3,Cruise,283,35,3,36.36,127.3886515,4.7,42,458.703,347.9677,190.3388,65.08929
2frame_2,2025-09-23 16:02,0,5,Fishing,158,24,1,36.36,127.3875338,6.0,35,542.1395,363.1303,31.02332,49.68735
2frame_3,2025-09-23 16:03,1,2,Boat,45,16,1,36.35,127.3830191,1.1,188,0.0,0.0,0.0,0.0
2frame_3,2025-09-23 16:03,0,4,Boat,38,49,1,36.37,127.3843527,7.3,34,914.4211,395.2774,23.7417,9.282837
2frame_4,2025-09-23 16:04,1,2,Boat,45,16,1,36.35,127.3826304,1.9,188,0.0,0.0,0.0,0.0
2frame_4,2025-09-23 16:04,0,3,Cruise,283,35,3,36.36,127.3854635,7.4,42,738.5775,313.5838,215.16,127.2009
2frame_4,2025-09-23 16:04,0,4,Boat,38,49,1,36.37,127.3842297,6.1,34,722.1662,393.8189,23.31659,7.963684
2frame_4,2025-09-23 16:04,0,5,Fishing,158,24,1,36.35,127.3844209,1.2,35,787.9891,337.8511,134.7288,109.8731
2frame_5,2025-09-23 16:05,1,2,Boat,45,16,1,36.34,127.3826564,2.8,188,0.0,0.0,0.0,0.0
2frame_5,2025-09-23 16:05,0,3,Cruise,283,35,3,36.35,127.3812325,3.3,42,0.0,165.1414,679.4216,395.349
2frame_5,2025-09-23 16:05,0,4,Boat,38,49,1,36.36,127.3861903,4.0,34,667.5987,394.3241,22.91479,8.417328
2frame_6,2025-09-23 16:06,1,2,Boat,45,16,1,36.34,127.3828641,5.8,188,0.0,0.0,0.0,0.0
2frame_6,2025-09-23 16:06,0,4,Boat,38,49,1,36.35,127.3894531,5.2,34,566.2436,398.2747,26.15698,12.09387
2frame_7,2025-09-23 16:07,0,0,Fishing,70,28,2,36.33,127.3885811,5.3,81,524.8397,360.2158,30.01764,56.62631
2frame_7,2025-09-23 16:07,1,2,Boat,45,16,1,36.34,127.383437,5.4,188,0.0,0.0,0.0,0.0
2frame_8,2025-09-23 16:08,0,0,Fishing,70,28,2,36.33,127.3771689,1.5,81,78.22412,317.9724,280.9492,157.2007
2frame_8,2025-09-23 16:08,1,2,Boat,45,16,1,36.34,127.3808369,6.6,188,0.0,0.0,0.0,0.0
2frame_8,2025-09-23 16:08,0,5,Fishing,158,24,1,36.33,127.3645601,7.1,35,548.1251,366.7415,27.68701,41.0896
2frame_9,2025-09-23 16:09,1,2,Boat,45,16,1,36.33,127.3749686,3.3,188,0.0,0.0,0.0,0.0
2frame_9,2025-09-23 16:09,0,5,Fishing,158,24,1,36.33,127.3686531,4.7,35,600.8816,338.2779,89.4422,108.8568
2frame_10,2025-09-23 16:10,1,2,Boat,45,16,1,36.33,127.3748583,5.2,188,0.0,0.0,0.0,0.0
2frame_10,2025-09-23 16:10,0,5,Fishing,158,24,1,36.33,127.3769607,4.8,35,263.9138,234.6575,619.7798,355.56
3frame_1,2025-09-23 16:01,0,0,Fishing,242,18,1,36.35,127.385265,2.4,132,413.3666,344.9296,64.07309,93.02011
3frame_1,2025-09-23 16:01,0,1,Fishing,224,16,2,36.35,127.386393,4.5,359,0.0,330.6937,237.9313,126.9136
3frame_1,2025-09-23 16:01,0,2,Fishing,75,29,2,36.35,127.3896636,2.3,68,213.3264,356.4423,80.21588,65.61035
3frame_1,2025-09-23 16:01,0,3,Boat,132,10,3,36.35,127.3798249,7.0,247,930.6413,428.9644,93.3587,50.71439
3frame_1,2025-09-23 16:01,0,5,Cruise,252,41,1,36.35,127.37985,7.8,228,823.2329,286.0415,200.7671,176.9534
3frame_1,2025-09-23 16:01,1,6,Boat,103,17,2,36.36,127.3799744,1.7,107,0.0,0.0,0.0,0.0
3frame_2,2025-09-23 16:02,0,1,Fishing,224,16,2,36.36,127.3853898,7.5,359,395.4893,331.548,63.45782,124.8797
3frame_2,2025-09-23 16:02,0,2,Fishing,75,29,2,36.36,127.3886652,6.2,68,832.5883,346.9597,116.8525,88.18692
3frame_2,2025-09-23 16:02,0,4,Fishing,210,16,2,36.36,127.3922797,3.5,36,630.9565,360.5074,114.0666,55.93204
3frame_2,2025-09-23 16:02,1,6,Boat,103,17,2,36.36,127.3797213,3.9,107,0.0,0.0,0.0,0.0
3frame_3,2025-09-23 16:03,0,2,Fishing,75,29,2,36.36,127.383153,2.5,68,0.0,210.8289,350.8603,412.2921
3frame_3,2025-09-23 16:03,0,4,Fishing,210,16,2,36.35,127.3965812,3.0,36,779.2183,363.3021,97.45477,49.27823
3frame_3,2025-09-23 16:03,1,6,Boat,103,17,2,36.36,127.3811109,4.8,107,0.0,0.0,0.0,0.0
3frame_4,2025-09-23 16:04,0,3,Boat,132,10,3,36.34,127.3938683,3.4,247,1002.703,394.2571,18.89508,8.273834
3frame_4,2025-09-23 16:04,0,4,Fishing,210,16,2,36.35,127.3971437,5.6,36,576.0809,365.7278,76.02368,43.50308
3frame_4,2025-09-23 16:04,1,6,Boat,103,17,2,36.36,127.3842281,3.2,107,0.0,0.0,0.0,0.0
3frame_5,2025-09-23 16:05,0,3,Boat,132,10,3,36.34,127.4001205,6.2,247,776.9083,394.1684,13.18213,8.283234
3frame_5,2025-09-23 16:05,1,6,Boat,103,17,2,36.36,127.3879098,5.5,107,0.0,0.0,0.0,0.0
3frame_6,2025-09-23 16:06,1,6,Boat,103,17,2,36.35,127.3913775,4.2,107,0.0,0.0,0.0,0.0
3frame_7,2025-09-23 16:07,0,3,Boat,132,10,3,36.36,127.4010102,4.2,247,794.8846,395.0962,15.66699,9.110413
3frame_7,2025-09-23 16:07,0,5,Cruise,252,41,1,36.36,127.4073389,6.0,228,915.0687,351.8649,108.9313,58.04922
3frame_7,2025-09-23 16:07,1,6,Boat,103,17,2,36.34,127.3887061,8.0,107,0.0,0.0,0.0,0.0
3frame_8,2025-09-23 16:08,0,3,Boat,132,10,3,36.36,127.3966781,7.9,247,652.9963,394.2467,25.75806,8.239868
3frame_8,2025-09-23 16:08,1,6,Boat,103,17,2,36.35,127.3895482,1.4,107,0.0,0.0,0.0,0.0
3frame_9,2025-09-23 16:09,1,6,Boat,103,17,2,36.36,127.3918513,5.7,107,0.0,0.0,0.0,0.0
3frame_10,2025-09-23 16:10,1,6,Boat,103,17,2,36.36,127.3922558,2.4,107,0.0,0.0,0.0,0.0
4frame_1,2025-09-23 16:01,0,1,Fishing,242,36,3,36.35,127.3851996,6.8,218,604.5544,302.6302,177.3898,193.728
4frame_1,2025-09-23 16:01,0,4,Boat,111,42,4,36.35,127.3879491,1.1,70,145.5943,404.8226,47.39182,18.69391
4frame_1,2025-09-23 16:01,1,5,Boat,144,11,4,36.35,127.3807478,7.8,194,0.0,0.0,0.0,0.0
4frame_2,2025-09-23 16:02,0,4,Boat,111,42,4,36.35,127.3946922,5.9,70,721.235,402.6477,53.63776,16.49774
4frame_2,2025-09-23 16:02,1,5,Boat,144,11,4,36.35,127.3856689,1.2,194,0.0,0.0,0.0,0.0
4frame_3,2025-09-23 16:03,0,1,Fishing,242,36,3,36.35,127.3731323,7.6,218,253.7964,360.9857,47.61563,54.79318
4frame_3,2025-09-23 16:03,0,2,Fishing,195,13,1,36.35,127.3683658,3.9,286,463.3509,368.779,48.49847,36.23871
4frame_3,2025-09-23 16:03,0,3,Cruise,113,29,3,36.35,127.3730141,3.0,298,274.3283,335.0126,133.4892,88.49142
4frame_3,2025-09-23 16:03,1,5,Boat,144,11,4,36.35,127.3869484,3.7,194,0.0,0.0,0.0,0.0
4frame_4,2025-09-23 16:04,0,0,Fishing,26,34,2,36.33,127.3807246,6.3,233,159.2282,362.8295,48.02039,50.40353
4frame_4,2025-09-23 16:04,1,5,Boat,144,11,4,36.35,127.3846299,6.4,194,0.0,0.0,0.0,0.0
4frame_5,2025-09-23 16:05,0,2,Fishing,195,13,1,36.34,127.3611335,3.0,286,338.6996,369.8687,20.82849,33.64444
4frame_5,2025-09-23 16:05,0,3,Cruise,113,29,3,36.35,127.3767972,2.2,298,785.4472,174.7942,238.5528,377.9122
4frame_5,2025-09-23 16:05,1,5,Boat,144,11,4,36.35,127.3820722,7.8,194,0.0,0.0,0.0,0.0
4frame_6,2025-09-23 16:06,0,2,Fishing,195,13,1,36.34,127.364902,2.0,286,307.0093,358.7482,63.88428,60.1203
4frame_6,2025-09-23 16:06,1,5,Boat,144,11,4,36.35,127.3739138,4.4,194,0.0,0.0,0.0,0.0
4frame_7,2025-09-23 16:07,1,5,Boat,144,11,4,36.35,127.3692117,4.4,194,0.0,0.0,0.0,0.0
4frame_8,2025-09-23 16:08,0,2,Fishing,195,13,1,36.34,127.3857705,4.7,286,560.2032,362.6581,99.21625,50.81168
4frame_8,2025-09-23 16:08,0,4,Boat,111,42,4,36.34,127.3840983,3.5,70,597.5903,400.2061,30.61914,13.99567
4frame_8,2025-09-23 16:08,1,5,Boat,144,11,4,36.35,127.377338,5.6,194,0.0,0.0,0.0,0.0
4frame_9,2025-09-23 16:09,0,2,Fishing,195,13,1,36.34,127.3997942,7.5,286,0.0,363.2075,83.90338,49.5036
4frame_9,2025-09-23 16:09,1,5,Boat,144,11,4,36.34,127.3821768,2.3,194,0.0,0.0,0.0,0.0
4frame_10,2025-09-23 16:10,1,5,Boat,144,11,4,36.33,127.3825037,6.0,194,0.0,0.0,0.0,0.0
5frame_1,2025-09-23 17:01,0,0,Boat,286,48,3,36.35,127.38429,6.3,137,39.63016,411.3183,79.26608,25.93811
5frame_1,2025-09-23 17:01,0,1,Cruise,230,40,1,36.35,127.3882187,5.5,24,307.025,287.6917,669.0699,173.9726
5frame_1,2025-09-23 17:01,1,5,Boat,203,14,1,36.35,127.391785,7.8,60,0.0,0.0,0.0,0.0
5frame_2,2025-09-23 17:02,0,1,Cruise,230,40,1,36.36,127.3909002,5.5,24,936.6101,260.3862,87.38989,223.2974
5frame_2,2025-09-23 17:02,0,2,Fishing,228,21,1,36.35,127.3767318,7.0,272,211.663,362.9498,104.8471,50.1171
5frame_2,2025-09-23 17:02,0,3,Boat,246,15,1,36.35,127.3784399,3.8,253,96.86588,401.2774,55.00931,13.78546
5frame_2,2025-09-23 17:02,1,5,Boat,203,14,1,36.35,127.3907982,4.4,60,0.0,0.0,0.0,0.0
5frame_3,2025-09-23 17:03,0,2,Fishing,228,21,1,36.35,127.3680662,5.1,272,603.6039,360.7969,70.73578,55.24274
5frame_3,2025-09-23 17:03,0,3,Boat,246,15,1,36.34,127.3690463,2.4,253,441.2136,398.2703,35.42294,12.06592
5frame_3,2025-09-23 17:03,1,5,Boat,203,14,1,36.35,127.3802359,4.0,60,0.0,0.0,0.0,0.0
5frame_4,2025-09-23 17:04,0,2,Fishing,228,21,1,36.34,127.3637484,4.9,272,862.5863,320.0518,99.46851,152.2502
5frame_4,2025-09-23 17:04,0,3,Boat,246,15,1,36.34,127.3639129,7.9,253,534.2349,407.2567,48.65271,21.51044
5frame_4,2025-09-23 17:04,1,5,Boat,203,14,1,36.34,127.3695223,1.3,60,0.0,0.0,0.0,0.0
5frame_5,2025-09-23 17:05,0,2,Fishing,228,21,1,36.34,127.364374,5.1,272,339.0657,172.2083,684.9343,504.2411
5frame_5,2025-09-23 17:05,1,5,Boat,203,14,1,36.34,127.3646388,3.3,60,0.0,0.0,0.0,0.0
5frame_6,2025-09-23 17:06,0,2,Fishing,228,21,1,36.33,127.3695055,6.0,272,368.759,331.6323,239.475,124.6789
5frame_6,2025-09-23 17:06,0,3,Boat,246,15,1,36.33,127.3675087,4.2,253,796.3556,416.5612,106.845,28.18658
5frame_6,2025-09-23 17:06,1,5,Boat,203,14,1,36.34,127.364927,6.5,60,0.0,0.0,0.0,0.0
5frame_7,2025-09-23 17:07,0,2,Fishing,228,21,1,36.33,127.3774125,3.9,272,577.6063,265.6016,421.1081,281.8871
5frame_7,2025-09-23 17:07,0,3,Boat,246,15,1,36.33,127.3751471,4.0,253,311.2029,482.2416,190.1924,194.7161
5frame_7,2025-09-23 17:07,1,5,Boat,203,14,1,36.33,127.3744563,4.8,60,0.0,0.0,0.0,0.0
5frame_8,2025-09-23 17:08,1,5,Boat,203,14,1,36.34,127.382749,7.6,60,0.0,0.0,0.0,0.0
5frame_9,2025-09-23 17:09,0,1,Cruise,230,40,1,36.32,127.3826845,3.4,24,649.1097,333.4754,168.0769,91.26822
5frame_9,2025-09-23 17:09,1,5,Boat,203,14,1,36.34,127.383964,4.2,60,0.0,0.0,0.0,0.0
5frame_10,2025-09-23 17:10,1,5,Boat,203,14,1,36.32,127.3884959,6.9,60,0.0,0.0,0.0,0.0
