"five_minute_interval","ts","temp","humi"
2025-06-10 16:40:00.000 +0900,2025-06-10 16:40:02.451 +0900,36.6,39.1
2025-06-10 16:45:00.000 +0900,2025-06-10 16:45:00.726 +0900,36.7,39.0
2025-06-10 16:50:00.000 +0900,2025-06-10 16:50:09.708 +0900,34.8,42.0
2025-06-10 16:55:00.000 +0900,2025-06-10 16:55:07.947 +0900,33.5,45.2
2025-06-10 17:00:00.000 +0900,2025-06-10 17:00:06.237 +0900,33.6,45.1
2025-06-10 17:05:00.000 +0900,2025-06-10 17:05:04.660 +0900,32.9,45.5
2025-06-10 17:10:00.000 +0900,2025-06-10 17:10:03.038 +0900,33.3,46.5
2025-06-10 17:15:00.000 +0900,2025-06-10 17:15:01.315 +0900,32.7,46.9
2025-06-10 17:20:00.000 +0900,2025-06-10 17:20:10.049 +0900,34.7,43.0
2025-06-10 17:25:00.000 +0900,2025-06-10 17:25:08.319 +0900,35.8,40.9
2025-06-10 17:30:00.000 +0900,2025-06-10 17:30:06.669 +0900,38.5,36.8
2025-06-10 17:35:00.000 +0900,2025-06-10 17:35:05.026 +0900,39.1,35.8
2025-06-10 17:40:00.000 +0900,2025-06-10 17:40:03.160 +0900,39.8,35.7
2025-06-10 17:45:00.000 +0900,2025-06-10 17:45:01.552 +0900,37.3,38.1
2025-06-10 17:50:00.000 +0900,2025-06-10 17:50:10.536 +0900,37.0,38.0
2025-06-10 17:55:00.000 +0900,2025-06-10 17:55:08.846 +0900,35.8,40.2
2025-06-10 18:00:00.000 +0900,2025-06-10 18:00:07.009 +0900,36.3,38.9
2025-06-10 18:05:00.000 +0900,2025-06-10 18:05:05.402 +0900,37.2,38.5
2025-06-10 18:10:00.000 +0900,2025-06-10 18:10:03.784 +0900,35.9,39.0
2025-06-10 18:15:00.000 +0900,2025-06-10 18:15:01.919 +0900,35.6,39.4
2025-06-10 18:20:00.000 +0900,2025-06-10 18:20:00.223 +0900,34.4,40.7
2025-06-10 18:25:00.000 +0900,2025-06-10 18:25:09.208 +0900,33.7,41.9
2025-06-10 18:30:00.000 +0900,2025-06-10 18:30:07.509 +0900,32.6,44.1
2025-06-10 18:35:00.000 +0900,2025-06-10 18:35:05.828 +0900,31.7,44.2
2025-06-10 18:40:00.000 +0900,2025-06-10 18:40:04.095 +0900,29.9,48.0
2025-06-10 18:45:00.000 +0900,2025-06-10 18:45:02.496 +0900,28.7,51.2
2025-06-10 18:50:00.000 +0900,2025-06-10 18:50:00.922 +0900,27.7,54.2
2025-06-10 18:55:00.000 +0900,2025-06-10 18:55:09.795 +0900,27.4,55.6
2025-06-10 19:00:00.000 +0900,2025-06-10 19:00:07.998 +0900,27.1,56.7
2025-06-10 19:05:00.000 +0900,2025-06-10 19:05:06.209 +0900,26.9,57.5
2025-06-10 19:10:00.000 +0900,2025-06-10 19:10:04.371 +0900,26.7,58.0
2025-06-10 19:15:00.000 +0900,2025-06-10 19:15:02.787 +0900,26.3,59.0
2025-06-10 19:20:00.000 +0900,2025-06-10 19:20:00.981 +0900,26.0,60.1
2025-06-10 19:25:00.000 +0900,2025-06-10 19:25:09.964 +0900,25.8,61.1
2025-06-10 19:30:00.000 +0900,2025-06-10 19:30:08.242 +0900,25.6,62.4
2025-06-10 19:35:00.000 +0900,2025-06-10 19:35:06.622 +0900,25.3,61.8
2025-06-10 19:40:00.000 +0900,2025-06-10 19:40:04.899 +0900,25.1,62.0
2025-06-10 19:45:00.000 +0900,2025-06-10 19:45:03.050 +0900,24.9,62.5
2025-06-10 19:50:00.000 +0900,2025-06-10 19:50:01.452 +0900,24.7,63.3
2025-06-10 19:55:00.000 +0900,2025-06-10 19:55:10.446 +0900,24.5,64.5
2025-06-10 20:00:00.000 +0900,2025-06-10 20:00:08.759 +0900,24.4,65.0
2025-06-10 20:05:00.000 +0900,2025-06-10 20:05:07.148 +0900,24.2,65.7
2025-06-10 20:10:00.000 +0900,2025-06-10 20:10:05.283 +0900,24.1,66.2
2025-06-10 20:15:00.000 +0900,2025-06-10 20:15:03.581 +0900,23.9,66.6
2025-06-10 20:20:00.000 +0900,2025-06-10 20:20:01.986 +0900,23.9,67.4
2025-06-10 20:25:00.000 +0900,2025-06-10 20:25:00.245 +0900,23.9,67.9
2025-06-10 20:30:00.000 +0900,2025-06-10 20:30:09.366 +0900,23.8,67.9
2025-06-10 20:35:00.000 +0900,2025-06-10 20:35:07.677 +0900,23.8,68.7
2025-06-10 20:40:00.000 +0900,2025-06-10 20:40:05.900 +0900,23.6,69.7
2025-06-10 20:45:00.000 +0900,2025-06-10 20:45:04.083 +0900,23.7,69.9
2025-06-10 20:50:00.000 +0900,2025-06-10 20:50:02.383 +0900,23.6,68.7
2025-06-10 20:55:00.000 +0900,2025-06-10 20:55:00.640 +0900,23.2,65.0
2025-06-10 21:00:00.000 +0900,2025-06-10 21:00:20.233 +0900,23.0,62.5
2025-06-10 21:05:00.000 +0900,2025-06-10 21:05:07.782 +0900,22.8,63.1
2025-06-10 21:10:00.000 +0900,2025-06-10 21:10:06.174 +0900,22.7,62.7
2025-06-10 21:15:00.000 +0900,2025-06-10 21:15:04.378 +0900,22.5,63.3
2025-06-10 21:20:00.000 +0900,2025-06-10 21:20:02.641 +0900,22.4,63.6
2025-06-10 21:25:00.000 +0900,2025-06-10 21:25:00.942 +0900,22.2,64.8
2025-06-10 21:30:00.000 +0900,2025-06-10 21:30:09.765 +0900,21.9,65.5
2025-06-10 21:35:00.000 +0900,2025-06-10 21:35:07.947 +0900,21.8,65.8
2025-06-10 21:40:00.000 +0900,2025-06-10 21:40:06.235 +0900,21.6,64.4
2025-06-10 21:45:00.000 +0900,2025-06-10 21:45:04.653 +0900,21.5,62.6
2025-06-10 21:50:00.000 +0900,2025-06-10 21:50:02.959 +0900,21.4,62.4
2025-06-10 21:55:00.000 +0900,2025-06-10 21:55:01.361 +0900,21.2,61.9
2025-06-10 22:00:00.000 +0900,2025-06-10 22:00:10.358 +0900,21.1,63.6
2025-06-10 22:05:00.000 +0900,2025-06-10 22:05:08.480 +0900,20.9,65.2
2025-06-10 22:10:00.000 +0900,2025-06-10 22:10:06.732 +0900,20.6,66.9
2025-06-10 22:15:00.000 +0900,2025-06-10 22:15:04.992 +0900,20.3,68.9
2025-06-10 22:20:00.000 +0900,2025-06-10 22:20:03.257 +0900,20.1,67.7
2025-06-10 22:25:00.000 +0900,2025-06-10 22:25:01.532 +0900,20.0,68.6
2025-06-10 22:30:00.000 +0900,2025-06-10 22:30:10.558 +0900,19.9,67.7
2025-06-10 22:35:00.000 +0900,2025-06-10 22:35:08.969 +0900,19.8,68.3
2025-06-10 22:40:00.000 +0900,2025-06-10 22:40:07.289 +0900,19.7,69.6
2025-06-10 22:45:00.000 +0900,2025-06-10 22:45:05.693 +0900,19.7,70.0
2025-06-10 22:50:00.000 +0900,2025-06-10 22:50:04.132 +0900,19.6,69.5
2025-06-10 22:55:00.000 +0900,2025-06-10 22:55:02.411 +0900,19.6,67.9
2025-06-10 23:00:00.000 +0900,2025-06-10 23:00:00.839 +0900,19.7,67.9
2025-06-10 23:05:00.000 +0900,2025-06-10 23:05:09.681 +0900,19.8,66.8
2025-06-10 23:10:00.000 +0900,2025-06-10 23:10:08.075 +0900,19.9,66.6
2025-06-10 23:15:00.000 +0900,2025-06-10 23:15:06.259 +0900,19.7,66.9
2025-06-10 23:20:00.000 +0900,2025-06-10 23:20:04.405 +0900,19.7,66.6
2025-06-10 23:25:00.000 +0900,2025-06-10 23:25:02.763 +0900,19.7,67.7
2025-06-10 23:30:00.000 +0900,2025-06-10 23:30:01.249 +0900,19.6,69.0
2025-06-10 23:35:00.000 +0900,2025-06-10 23:35:10.364 +0900,19.6,69.6
2025-06-10 23:40:00.000 +0900,2025-06-10 23:40:08.560 +0900,19.5,66.1
2025-06-10 23:45:00.000 +0900,2025-06-10 23:45:06.835 +0900,19.7,66.1
2025-06-10 23:50:00.000 +0900,2025-06-10 23:50:05.143 +0900,19.7,67.5
2025-06-10 23:55:00.000 +0900,2025-06-10 23:55:03.643 +0900,19.6,68.3
2025-06-11 00:00:00.000 +0900,2025-06-11 00:00:01.838 +0900,19.4,69.3
2025-06-11 00:05:00.000 +0900,2025-06-11 00:05:00.182 +0900,19.3,70.4
2025-06-11 00:10:00.000 +0900,2025-06-11 00:10:09.187 +0900,19.2,71.2
2025-06-11 00:15:00.000 +0900,2025-06-11 00:15:07.424 +0900,19.1,71.0
2025-06-11 00:20:00.000 +0900,2025-06-11 00:20:05.593 +0900,19.0,71.2
2025-06-11 00:25:00.000 +0900,2025-06-11 00:25:03.881 +0900,19.0,70.6
2025-06-11 00:30:00.000 +0900,2025-06-11 00:30:02.138 +0900,18.9,71.6
2025-06-11 00:35:00.000 +0900,2025-06-11 00:35:00.282 +0900,18.8,70.6
2025-06-11 00:40:00.000 +0900,2025-06-11 00:40:09.162 +0900,18.8,71.4
2025-06-11 00:45:00.000 +0900,2025-06-11 00:45:07.462 +0900,18.7,71.7
2025-06-11 00:50:00.000 +0900,2025-06-11 00:50:05.738 +0900,18.6,70.4
2025-06-11 00:55:00.000 +0900,2025-06-11 00:55:04.045 +0900,18.5,71.3
2025-06-11 01:00:00.000 +0900,2025-06-11 01:00:02.311 +0900,18.5,71.1
2025-06-11 01:05:00.000 +0900,2025-06-11 01:05:00.484 +0900,18.4,71.8
2025-06-11 01:10:00.000 +0900,2025-06-11 01:10:09.319 +0900,18.3,72.0
