"five_minute_interval","ts","temp","humi"
2025-03-01 08:10:00.000 +0900,2025-03-01 08:10:01.717 +0900,5.0,74.1
2025-03-01 08:15:00.000 +0900,2025-03-01 08:15:00.004 +0900,5.7,72.9
2025-03-01 08:20:00.000 +0900,2025-03-01 08:20:08.880 +0900,6.5,71.2
2025-03-01 08:25:00.000 +0900,2025-03-01 08:25:07.050 +0900,7.3,69.4
2025-03-01 08:30:00.000 +0900,2025-03-01 08:30:05.420 +0900,8.0,68.1
2025-03-01 08:35:00.000 +0900,2025-03-01 08:35:03.849 +0900,8.8,66.4
2025-03-01 08:40:00.000 +0900,2025-03-01 08:40:02.030 +0900,10.0,65.1
2025-03-01 08:45:00.000 +0900,2025-03-01 08:45:00.196 +0900,11.1,65.3
2025-03-01 08:50:00.000 +0900,2025-03-01 08:50:09.040 +0900,12.0,62.8
2025-03-01 08:55:00.000 +0900,2025-03-01 08:55:07.310 +0900,12.8,63.0
2025-03-01 09:00:00.000 +0900,2025-03-01 09:00:05.603 +0900,13.5,61.4
2025-03-01 09:05:00.000 +0900,2025-03-01 09:05:03.920 +0900,14.1,59.7
2025-03-01 09:10:00.000 +0900,2025-03-01 09:10:02.252 +0900,15.2,59.3
2025-03-01 09:15:00.000 +0900,2025-03-01 09:15:00.552 +0900,15.7,59.9
2025-03-01 09:20:00.000 +0900,2025-03-01 09:20:09.524 +0900,16.6,59.4
2025-03-01 09:25:00.000 +0900,2025-03-01 09:25:07.801 +0900,17.1,58.9
2025-03-01 09:30:00.000 +0900,2025-03-01 09:30:06.100 +0900,17.8,58.0
2025-03-01 09:35:00.000 +0900,2025-03-01 09:35:04.486 +0900,18.5,56.0
2025-03-01 09:40:00.000 +0900,2025-03-01 09:40:02.705 +0900,19.7,54.5
2025-03-01 09:45:00.000 +0900,2025-03-01 09:45:00.979 +0900,20.7,52.2
2025-03-01 09:50:00.000 +0900,2025-03-01 09:50:10.091 +0900,21.2,51.9
2025-03-01 09:55:00.000 +0900,2025-03-01 09:55:08.521 +0900,21.7,52.2
2025-03-01 10:00:00.000 +0900,2025-03-01 10:00:06.781 +0900,22.0,52.0
2025-03-01 10:05:00.000 +0900,2025-03-01 10:05:05.112 +0900,22.5,50.9
2025-03-01 10:10:00.000 +0900,2025-03-01 10:10:03.374 +0900,22.7,50.6
2025-03-01 10:15:00.000 +0900,2025-03-01 10:15:01.677 +0900,22.1,51.5
2025-03-01 10:20:00.000 +0900,2025-03-01 10:20:10.645 +0900,21.3,52.2
2025-03-01 10:25:00.000 +0900,2025-03-01 10:25:08.806 +0900,20.3,55.0
2025-03-01 10:30:00.000 +0900,2025-03-01 10:30:07.160 +0900,19.4,57.6
2025-03-01 10:35:00.000 +0900,2025-03-01 10:35:05.459 +0900,18.6,59.6
2025-03-01 10:40:00.000 +0900,2025-03-01 10:40:03.643 +0900,17.9,61.3
2025-03-01 10:45:00.000 +0900,2025-03-01 10:45:01.966 +0900,17.3,62.8
2025-03-01 10:50:00.000 +0900,2025-03-01 10:50:00.139 +0900,16.9,63.9
2025-03-01 10:55:00.000 +0900,2025-03-01 10:55:08.971 +0900,16.5,63.7
2025-03-01 11:00:00.000 +0900,2025-03-01 11:00:07.237 +0900,16.1,64.5
2025-03-01 11:05:00.000 +0900,2025-03-01 11:05:05.536 +0900,16.0,64.7
2025-03-01 11:10:00.000 +0900,2025-03-01 11:10:03.725 +0900,16.2,64.6
2025-03-01 11:15:00.000 +0900,2025-03-01 11:15:01.873 +0900,16.5,62.9
2025-03-01 11:20:00.000 +0900,2025-03-01 11:20:00.270 +0900,17.0,61.6
2025-03-01 11:25:00.000 +0900,2025-03-01 11:25:09.241 +0900,17.6,59.9
2025-03-01 11:30:00.000 +0900,2025-03-01 11:30:07.652 +0900,18.0,58.2
2025-03-01 11:35:00.000 +0900,2025-03-01 11:35:05.869 +0900,18.5,57.9
2025-03-01 11:40:00.000 +0900,2025-03-01 11:40:04.198 +0900,19.1,56.4
2025-03-01 11:45:00.000 +0900,2025-03-01 11:45:02.367 +0900,19.3,56.4
2025-03-01 11:50:00.000 +0900,2025-03-01 11:50:00.704 +0900,19.4,56.4
2025-03-01 11:55:00.000 +0900,2025-03-01 11:55:09.606 +0900,19.5,56.7
2025-03-01 12:00:00.000 +0900,2025-03-01 12:00:07.857 +0900,19.4,57.1
2025-03-01 12:05:00.000 +0900,2025-03-01 12:05:06.142 +0900,19.3,57.9
2025-03-01 12:10:00.000 +0900,2025-03-01 12:10:04.637 +0900,19.2,58.1
2025-03-01 12:15:00.000 +0900,2025-03-01 12:15:02.864 +0900,19.2,58.8
2025-03-01 12:20:00.000 +0900,2025-03-01 12:20:01.061 +0900,18.9,59.5
2025-03-01 12:25:00.000 +0900,2025-03-01 12:25:10.026 +0900,18.6,60.3
2025-03-01 12:30:00.000 +0900,2025-03-01 12:30:18.968 +0900,18.1,61.4
2025-03-01 12:35:00.000 +0900,2025-03-01 12:35:06.643 +0900,17.9,61.9
2025-03-01 12:40:00.000 +0900,2025-03-01 12:40:04.950 +0900,17.8,62.3
2025-03-01 12:45:00.000 +0900,2025-03-01 12:45:03.238 +0900,17.7,62.3
2025-03-01 12:50:00.000 +0900,2025-03-01 12:50:01.509 +0900,17.5,62.2
2025-03-01 12:55:00.000 +0900,2025-03-01 12:55:10.489 +0900,17.6,62.5
2025-03-01 13:00:00.000 +0900,2025-03-01 13:00:08.663 +0900,17.3,63.0
2025-03-01 13:05:00.000 +0900,2025-03-01 13:05:06.860 +0900,17.2,63.4
2025-03-01 13:10:00.000 +0900,2025-03-01 13:10:05.085 +0900,17.3,62.8
2025-03-01 13:15:00.000 +0900,2025-03-01 13:15:03.351 +0900,17.1,63.4
2025-03-01 13:20:00.000 +0900,2025-03-01 13:20:01.554 +0900,17.0,63.6
2025-03-01 13:25:00.000 +0900,2025-03-01 13:25:10.442 +0900,17.1,64.0
2025-03-01 13:30:00.000 +0900,2025-03-01 13:30:08.841 +0900,17.0,64.1
2025-03-01 13:35:00.000 +0900,2025-03-01 13:35:06.966 +0900,16.8,64.3
2025-03-01 13:40:00.000 +0900,2025-03-01 13:40:05.332 +0900,16.6,65.0
2025-03-01 13:45:00.000 +0900,2025-03-01 13:45:03.704 +0900,16.3,65.7
2025-03-01 13:50:00.000 +0900,2025-03-01 13:50:01.898 +0900,15.9,66.5
2025-03-01 13:55:00.000 +0900,2025-03-01 13:55:00.168 +0900,15.6,66.9
2025-03-01 14:00:00.000 +0900,2025-03-01 14:00:09.125 +0900,15.5,67.4
2025-03-01 14:05:00.000 +0900,2025-03-01 14:05:07.352 +0900,15.4,66.9
2025-03-01 14:10:00.000 +0900,2025-03-01 14:10:05.687 +0900,15.4,67.1
2025-03-01 14:15:00.000 +0900,2025-03-01 14:15:04.047 +0900,15.4,67.3
2025-03-01 14:20:00.000 +0900,2025-03-01 14:20:02.522 +0900,15.3,67.7
2025-03-01 14:25:00.000 +0900,2025-03-01 14:25:00.750 +0900,15.3,67.9
2025-03-01 14:30:00.000 +0900,2025-03-01 14:30:09.782 +0900,15.1,68.1
2025-03-01 14:35:00.000 +0900,2025-03-01 14:35:08.087 +0900,15.0,68.3
2025-03-01 14:40:00.000 +0900,2025-03-01 14:40:06.382 +0900,14.9,68.9
2025-03-01 14:45:00.000 +0900,2025-03-01 14:45:04.739 +0900,14.9,69.2
2025-03-01 14:50:00.000 +0900,2025-03-01 14:50:02.857 +0900,14.8,69.1
2025-03-01 14:55:00.000 +0900,2025-03-01 14:55:01.296 +0900,14.7,69.5
2025-03-01 15:00:00.000 +0900,2025-03-01 15:00:10.011 +0900,14.8,69.3
2025-03-01 15:05:00.000 +0900,2025-03-01 15:05:08.322 +0900,15.1,68.2
2025-03-01 15:10:00.000 +0900,2025-03-01 15:10:06.658 +0900,15.2,67.9
2025-03-01 15:15:00.000 +0900,2025-03-01 15:15:04.906 +0900,15.3,67.7
2025-03-01 15:20:00.000 +0900,2025-03-01 15:20:03.257 +0900,15.4,67.3
2025-03-01 15:25:00.000 +0900,2025-03-01 15:25:01.616 +0900,15.7,67.0
2025-03-01 15:30:00.000 +0900,2025-03-01 15:30:10.521 +0900,15.7,66.8
2025-03-01 15:35:00.000 +0900,2025-03-01 15:35:08.867 +0900,15.8,66.5
2025-03-01 15:40:00.000 +0900,2025-03-01 15:40:07.058 +0900,15.9,66.4
2025-03-01 15:45:00.000 +0900,2025-03-01 15:45:05.442 +0900,15.9,66.5
2025-03-01 15:50:00.000 +0900,2025-03-01 15:50:03.755 +0900,15.8,67.0
2025-03-01 15:55:00.000 +0900,2025-03-01 15:55:01.930 +0900,15.7,67.3
2025-03-01 16:00:00.000 +0900,2025-03-01 16:00:00.392 +0900,15.7,67.5
2025-03-01 16:05:00.000 +0900,2025-03-01 16:05:09.356 +0900,15.6,67.7
2025-03-01 16:10:00.000 +0900,2025-03-01 16:10:07.557 +0900,15.3,68.3
2025-03-01 16:15:00.000 +0900,2025-03-01 16:15:05.910 +0900,15.1,68.9
2025-03-01 16:20:00.000 +0900,2025-03-01 16:20:04.183 +0900,15.0,69.0
2025-03-01 16:25:00.000 +0900,2025-03-01 16:25:02.596 +0900,15.0,69.4
2025-03-01 16:30:00.000 +0900,2025-03-01 16:30:00.932 +0900,15.0,69.3
2025-03-01 16:35:00.000 +0900,2025-03-01 16:35:09.942 +0900,15.1,69.2
2025-03-01 16:40:00.000 +0900,2025-03-01 16:40:08.046 +0900,14.9,69.5
2025-03-01 16:45:00.000 +0900,2025-03-01 16:45:06.429 +0900,14.8,70.2
2025-03-01 16:50:00.000 +0900,2025-03-01 16:50:04.726 +0900,14.6,70.7
2025-03-01 16:55:00.000 +0900,2025-03-01 16:55:02.881 +0900,14.5,71.0
2025-03-01 17:00:00.000 +0900,2025-03-01 17:00:01.171 +0900,14.3,71.2
2025-03-01 17:05:00.000 +0900,2025-03-01 17:05:10.229 +0900,13.9,72.2
2025-03-01 17:10:00.000 +0900,2025-03-01 17:10:08.353 +0900,13.7,72.7
2025-03-01 17:15:00.000 +0900,2025-03-01 17:15:06.758 +0900,13.5,73.4
2025-03-01 17:20:00.000 +0900,2025-03-01 17:20:05.046 +0900,13.2,73.9
2025-03-01 17:25:00.000 +0900,2025-03-01 17:25:03.461 +0900,12.9,74.5
2025-03-01 17:30:00.000 +0900,2025-03-01 17:30:01.611 +0900,12.7,75.3
2025-03-01 17:35:00.000 +0900,2025-03-01 17:35:00.001 +0900,12.5,75.0
2025-03-01 17:40:00.000 +0900,2025-03-01 17:40:08.847 +0900,12.4,75.6
2025-03-01 17:45:00.000 +0900,2025-03-01 17:45:07.167 +0900,12.3,75.9
2025-03-01 17:50:00.000 +0900,2025-03-01 17:50:05.470 +0900,12.2,76.5
2025-03-01 17:55:00.000 +0900,2025-03-01 17:55:03.741 +0900,11.9,76.7
2025-03-01 18:00:00.000 +0900,2025-03-01 18:00:01.986 +0900,11.7,77.2
2025-03-01 18:05:00.000 +0900,2025-03-01 18:05:00.392 +0900,11.7,77.1
2025-03-01 18:10:00.000 +0900,2025-03-01 18:10:09.406 +0900,11.6,77.7
2025-03-01 18:15:00.000 +0900,2025-03-01 18:15:07.663 +0900,11.5,78.1
2025-03-01 18:20:00.000 +0900,2025-03-01 18:20:06.076 +0900,11.4,78.1
2025-03-01 18:25:00.000 +0900,2025-03-01 18:25:04.373 +0900,11.3,78.2
2025-03-01 18:30:00.000 +0900,2025-03-01 18:30:02.548 +0900,11.2,78.6
2025-03-01 18:35:00.000 +0900,2025-03-01 18:35:00.814 +0900,11.2,78.9
2025-03-01 18:40:00.000 +0900,2025-03-01 18:40:09.778 +0900,11.1,78.9
2025-03-01 18:45:00.000 +0900,2025-03-01 18:45:08.275 +0900,11.0,79.0
2025-03-01 18:50:00.000 +0900,2025-03-01 18:50:06.399 +0900,10.9,79.4
2025-03-01 18:55:00.000 +0900,2025-03-01 18:55:04.557 +0900,10.8,79.8
2025-03-01 19:00:00.000 +0900,2025-03-01 19:00:02.952 +0900,10.8,80.0
2025-03-01 19:05:00.000 +0900,2025-03-01 19:05:01.207 +0900,10.6,80.3
2025-03-01 19:10:00.000 +0900,2025-03-01 19:10:10.087 +0900,10.6,80.2
2025-03-01 19:15:00.000 +0900,2025-03-01 19:15:08.364 +0900,10.6,80.2
2025-03-01 19:20:00.000 +0900,2025-03-01 19:20:06.814 +0900,10.6,80.3
2025-03-01 19:25:00.000 +0900,2025-03-01 19:25:05.216 +0900,10.6,80.4
2025-03-01 19:30:00.000 +0900,2025-03-01 19:30:03.600 +0900,10.6,80.7
2025-03-01 19:35:00.000 +0900,2025-03-01 19:35:01.827 +0900,10.5,81.0
2025-03-01 19:40:00.000 +0900,2025-03-01 19:40:00.265 +0900,10.4,81.2
2025-03-01 19:45:00.000 +0900,2025-03-01 19:45:09.069 +0900,10.4,81.2
2025-03-01 19:50:00.000 +0900,2025-03-01 19:50:07.318 +0900,10.4,81.3
2025-03-01 19:55:00.000 +0900,2025-03-01 19:55:05.594 +0900,10.3,81.3
2025-03-01 20:00:00.000 +0900,2025-03-01 20:00:03.896 +0900,10.4,81.4
2025-03-01 20:05:00.000 +0900,2025-03-01 20:05:02.162 +0900,10.3,81.0
2025-03-01 20:10:00.000 +0900,2025-03-01 20:10:00.464 +0900,10.4,81.3
2025-03-01 20:15:00.000 +0900,2025-03-01 20:15:09.289 +0900,10.3,81.4
2025-03-01 20:20:00.000 +0900,2025-03-01 20:20:07.695 +0900,10.3,81.6
2025-03-01 20:25:00.000 +0900,2025-03-01 20:25:05.991 +0900,10.3,81.6
2025-03-01 20:30:00.000 +0900,2025-03-01 20:30:04.244 +0900,10.3,81.7
2025-03-01 20:35:00.000 +0900,2025-03-01 20:35:02.622 +0900,10.3,81.6
2025-03-01 20:40:00.000 +0900,2025-03-01 20:40:00.938 +0900,10.3,81.4
2025-03-01 20:45:00.000 +0900,2025-03-01 20:45:09.721 +0900,10.3,81.5
2025-03-01 20:50:00.000 +0900,2025-03-01 20:50:08.031 +0900,10.3,81.2
2025-03-01 20:55:00.000 +0900,2025-03-01 20:55:06.298 +0900,10.3,81.4
2025-03-01 21:00:00.000 +0900,2025-03-01 21:00:04.541 +0900,10.4,81.5
2025-03-01 21:05:00.000 +0900,2025-03-01 21:05:02.715 +0900,10.4,81.6
2025-03-01 21:10:00.000 +0900,2025-03-01 21:10:00.975 +0900,10.3,81.1
2025-03-01 21:15:00.000 +0900,2025-03-01 21:15:09.760 +0900,10.3,81.2
2025-03-01 21:20:00.000 +0900,2025-03-01 21:20:08.026 +0900,10.4,81.3
2025-03-01 21:25:00.000 +0900,2025-03-01 21:25:06.284 +0900,10.3,81.3
2025-03-01 21:30:00.000 +0900,2025-03-01 21:30:04.552 +0900,10.4,81.4
2025-03-01 21:35:00.000 +0900,2025-03-01 21:35:02.853 +0900,10.3,81.5
2025-03-01 21:40:00.000 +0900,2025-03-01 21:40:01.164 +0900,10.3,81.3
2025-03-01 21:45:00.000 +0900,2025-03-01 21:45:10.149 +0900,10.4,81.5
2025-03-01 21:50:00.000 +0900,2025-03-01 21:50:08.449 +0900,10.3,81.6
2025-03-01 21:55:00.000 +0900,2025-03-01 21:55:06.763 +0900,10.3,81.6
2025-03-01 22:00:00.000 +0900,2025-03-01 22:00:05.156 +0900,10.3,81.6
2025-03-01 22:05:00.000 +0900,2025-03-01 22:05:03.466 +0900,10.3,81.6
2025-03-01 22:10:00.000 +0900,2025-03-01 22:10:01.616 +0900,10.3,81.8
2025-03-01 22:15:00.000 +0900,2025-03-01 22:15:10.470 +0900,10.3,81.8
2025-03-01 22:20:00.000 +0900,2025-03-01 22:20:08.888 +0900,10.3,81.8
2025-03-01 22:25:00.000 +0900,2025-03-01 22:25:07.316 +0900,10.3,81.8
2025-03-01 22:30:00.000 +0900,2025-03-01 22:30:05.572 +0900,10.4,81.8
2025-03-01 22:35:00.000 +0900,2025-03-01 22:35:03.925 +0900,10.3,81.7
2025-03-01 22:40:00.000 +0900,2025-03-01 22:40:02.321 +0900,10.4,81.8
2025-03-01 22:45:00.000 +0900,2025-03-01 22:45:00.635 +0900,10.3,81.8
2025-03-01 22:50:00.000 +0900,2025-03-01 22:50:09.649 +0900,10.3,81.8
2025-03-01 22:55:00.000 +0900,2025-03-01 22:55:08.064 +0900,10.4,81.9
2025-03-01 23:00:00.000 +0900,2025-03-01 23:00:06.408 +0900,10.3,81.9
2025-03-01 23:05:00.000 +0900,2025-03-01 23:05:04.732 +0900,10.3,82.0
2025-03-01 23:10:00.000 +0900,2025-03-01 23:10:02.858 +0900,10.3,82.0
2025-03-01 23:15:00.000 +0900,2025-03-01 23:15:01.298 +0900,10.2,82.4
2025-03-01 23:20:00.000 +0900,2025-03-01 23:20:10.296 +0900,10.2,82.6
2025-03-01 23:25:00.000 +0900,2025-03-01 23:25:08.615 +0900,10.2,82.7
2025-03-01 23:30:00.000 +0900,2025-03-01 23:30:06.721 +0900,10.2,82.7
2025-03-01 23:35:00.000 +0900,2025-03-01 23:35:04.996 +0900,10.2,82.7
2025-03-01 23:40:00.000 +0900,2025-03-01 23:40:03.440 +0900,10.1,82.6
2025-03-01 23:45:00.000 +0900,2025-03-01 23:45:01.658 +0900,10.1,82.6
2025-03-01 23:50:00.000 +0900,2025-03-01 23:50:00.064 +0900,10.1,82.7
2025-03-01 23:55:00.000 +0900,2025-03-01 23:55:09.034 +0900,10.1,82.8
2025-03-02 00:00:00.000 +0900,2025-03-02 00:00:07.418 +0900,10.0,82.9
2025-03-02 00:05:00.000 +0900,2025-03-02 00:05:05.732 +0900,10.1,82.9
2025-03-02 00:10:00.000 +0900,2025-03-02 00:10:04.006 +0900,10.0,82.9
2025-03-02 00:15:00.000 +0900,2025-03-02 00:15:02.307 +0900,10.0,82.9
2025-03-02 00:20:00.000 +0900,2025-03-02 00:20:00.520 +0900,9.9,83.0
2025-03-02 00:25:00.000 +0900,2025-03-02 00:25:09.266 +0900,9.9,83.0
2025-03-02 00:30:00.000 +0900,2025-03-02 00:30:07.564 +0900,9.9,83.1
2025-03-02 00:35:00.000 +0900,2025-03-02 00:35:05.828 +0900,9.9,83.0
2025-03-02 00:40:00.000 +0900,2025-03-02 00:40:04.238 +0900,9.9,83.2
2025-03-02 00:45:00.000 +0900,2025-03-02 00:45:02.487 +0900,9.8,83.2
2025-03-02 00:50:00.000 +0900,2025-03-02 00:50:00.603 +0900,9.9,83.3
2025-03-02 00:55:00.000 +0900,2025-03-02 00:55:09.579 +0900,9.8,83.1
2025-03-02 01:00:00.000 +0900,2025-03-02 01:00:08.017 +0900,9.9,83.0
2025-03-02 01:05:00.000 +0900,2025-03-02 01:05:06.269 +0900,9.9,82.9
2025-03-02 01:10:00.000 +0900,2025-03-02 01:10:04.629 +0900,9.9,82.9
