# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202505020300 131  25  1.5  -9 -9.0   -9 1002.2 1009.3  1   0.4   9.3   6.1  81.0   9.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1100 -9.0 -9.00 -9  11.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505020400 131  23  1.2  -9 -9.0   -9 1002.5 1009.6 -9  -9.0   9.0   5.5  79.0   9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1381 -9.0 -9.00 -9  10.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505020500 131  27  1.8  -9 -9.0   -9 1002.6 1009.7 -9  -9.0   8.5   4.6  77.0   8.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1910 -9.0 -9.00 -9  10.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505020600 131  27  1.3  -9 -9.0   -9 1003.0 1010.1  2   0.8   8.1   4.6  79.0   8.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1764  0.0  0.00 -9  10.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505020700 131  27  0.8  -9 -9.0   -9 1003.6 1010.7 -9  -9.0   8.3   4.8  79.0   8.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   5   15 Sc         0   0   5  2024  0.1  0.12 -9  11.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505020800 131  23  1.1  -9 -9.0   -9 1003.8 1010.9 -9  -9.0  10.8   5.5  70.0   9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        1   1   15 Sc         0   0   5  3377  0.7  0.88 -9  14.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505020900 131  29  1.7  -9 -9.0   -9 1004.0 1011.0  2   0.9  12.6   5.7  63.0   9.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   2   10 Sc         0   0   5  5000  0.9  1.88 -9  20.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021000 131  27  1.8  -9 -9.0   -9 1004.4 1011.4 -9  -9.0  14.6   5.1  53.0   8.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        1   1   10 Sc         0   0   5  5000  0.9  2.56 -9  24.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021100 131  27  3.9  -9 -9.0   -9 1004.6 1011.6 -9  -9.0  15.4   3.8  46.0   8.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  3.20 -9  26.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021200 131  29  2.6  -9 -9.0   -9 1004.4 1011.3  0   0.3  16.8   2.7  39.0   7.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  3.53 -9  29.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021300 131  29  2.4  -9 -9.0   -9 1004.2 1011.1 -9  -9.0  17.9   1.3  33.0   6.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  3.71 -9  30.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021400 131  29  3.2  -9 -9.0   -9 1003.8 1010.7 -9  -9.0  18.2  -1.6  26.0   5.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  1.0  3.56 -9  30.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021500 131  27  3.6  -9 -9.0   -9 1003.7 1010.6  7  -0.7  19.0  -3.8  21.0   4.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 Ci         2   0   0  5000  1.0  2.86 -9  26.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021600 131  29  3.2  -9 -9.0   -9 1004.0 1010.9 -9  -9.0  18.1  -0.7  28.0   5.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        2   0   -9 Ci         2   0   0  5000  0.5  1.49 -9  23.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021700 131  29  1.6  -9 -9.0   -9 1003.5 1010.4 -9  -9.0  17.1   1.0  34.0   6.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   4   15 ScAc       0   3   5  5000  0.3  0.84 -9  19.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021800 131  29  2.2  -9 -9.0   -9 1003.5 1010.4  6  -0.2  16.6   0.6  34.0   6.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   6   15 ScAc       0   3   5  5000  0.0  0.40 -9  17.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505021900 131  27  1.0  -9 -9.0   -9 1002.9 1009.8 -9  -9.0  15.6   0.5  36.0   6.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   27 -         -9  -9  -9  5000  0.0  0.02 -9  16.7 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505022000 131  27  1.4  -9 -9.0   -9 1003.5 1010.5 -9  -9.0  15.3   1.0  38.0   6.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   26 -         -9  -9  -9  5000  0.0  0.00 -9  15.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505022100 131  27  1.1  -9 -9.0   -9 1004.0 1011.0  3   0.6  14.8   0.5  38.0   6.3    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 21 62 01                       9   9   15 Sc         0   0   5  5000 -9.0 -9.00 -9  15.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1  1
202505022200 131  27  1.0  -9 -9.0   -9 1004.2 1011.2 -9  -9.0  14.5   0.3  38.0   6.2   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  10   34 -         -9  -9  -9  5000 -9.0 -9.00 -9  15.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505022300 131  27  2.0  -9 -9.0   -9 1004.2 1011.2 -9  -9.0  13.6   3.0  49.0   7.6   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   5   34 -         -9  -9  -9  5000 -9.0 -9.00 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505030000 131  27  1.0  -9 -9.0   -9 1003.8 1010.8  8  -0.2  13.3   3.9  53.0   8.1   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9   15 Sc         0   0   5  5000 -9.0 -9.00 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505030100 131   0  0.4  -9 -9.0   -9 1003.1 1010.1 -9  -9.0  13.3   3.6  52.0   7.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   28 -         -9  -9  -9  4662 -9.0 -9.00 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505030200 131  27  0.8  -9 -9.0   -9 1002.6 1009.6 -9  -9.0  13.1   3.9  54.0   8.1    0.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 60 62 01                      10   9   15 ScAs      -9   2   5  3447 -9.0 -9.00 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030300 131   5  1.5  -9 -9.0   -9 1002.8 1009.8  5  -1.0  11.6   5.4  66.0   9.0    0.3    0.3    0.3   -9.0   -9.0   -9.0   -9.0 61 62 01                      10   9   15 ScAs      -9   2   5  1254 -9.0 -9.00 -9  14.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030400 131  11  1.4  -9 -9.0   -9 1003.1 1010.2 -9  -9.0   9.6   5.3  75.0   8.9    4.1    4.4    4.4   -9.0   -9.0   -9.0   -9.0 63 66 01                      10   9   13 StNs      -9   2   7  1080 -9.0 -9.00 -9  13.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030500 131   5  3.2  -9 -9.0   -9 1003.1 1010.2 -9  -9.0   9.1   6.3  83.0   9.5    0.7    5.1    5.1   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   9   13 StNs      -9   2   7  1537 -9.0 -9.00 -9  13.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030600 131   7  1.7  -9 -9.0   -9 1002.8 1009.9  0   0.1   8.6   5.6  82.0   9.1    1.3    6.4    6.4   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   9   10 StNs      -9   2   7   703  0.0  0.00 -9  12.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030700 131   9  1.8  -9 -9.0   -9 1003.1 1010.2 -9  -9.0   8.5   6.4  87.0   9.6    1.7    8.1    8.1   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   9    2 StNs      -9   2   7   455  0.0  0.00 -9  12.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030800 131   5  2.4  -9 -9.0   -9 1002.1 1009.2 -9  -9.0   8.1   6.2  88.0   9.5    4.5   12.6   12.6   -9.0   -9.0   -9.0   -9.0 63 66 01                      10   9    2 StNs      -9   2   5   415  0.0  0.00 -9  12.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505030900 131   7  1.8  -9 -9.0   -9 1001.1 1008.2  8  -1.7   8.3   6.5  89.0   9.7    2.7   15.3   15.3   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   9    2 StNs      -9   2   7   365  0.0  0.03 -9  13.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  1  1
202505031000 131   0  0.3  -9 -9.0   -9 1001.7 1008.8 -9  -9.0   9.0   7.2  89.0  10.2    3.2   18.5   18.5   -9.0   -9.0   -9.0   -9.0 63 66 01                      10   9    2 StNs      -9   2   7   398  0.0  0.08 -9  13.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505031100 131   5  0.5  -9 -9.0   -9 1001.3 1008.4 -9  -9.0   9.0   7.4  90.0  10.3    0.4   18.9   18.9   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   9    1 StNs      -9   2   7   403  0.0  0.07 -9  13.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505031200 131   7  1.7  -9 -9.0   -9 1000.9 1008.0  8  -0.2   8.8   7.0  89.0  10.0    0.2   19.1   19.1   -9.0   -9.0   -9.0   -9.0 61 66 01                      10   9    5 ScAs      -9   2   5   643  0.0  0.13 -9  13.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505031300 131  27  0.8  -9 -9.0   -9 1000.7 1007.8 -9  -9.0   9.8   7.7  87.0  10.5    0.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 21 62 01                       9   9    5 Sc         0   0   5  1136  0.0  0.36 -9  14.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  4  1
202505031400 131  27  1.1  -9 -9.0   -9 1000.7 1007.7 -9  -9.0  11.8   8.8  82.0  11.3   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8    5 Sc         0   0   5  2011  0.1  1.43 -9  19.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505031500 131  27  1.2  -9 -9.0   -9 1000.2 1007.2  7  -0.8  12.5   8.1  75.0  10.8   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0  2 62 -                        9   9    5 Sc         0   0   5  3987  0.2  1.46 -9  18.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  1
202505031600 131  27  2.3  -9 -9.0   -9 1000.3 1007.3 -9  -9.0  13.3   7.0  66.0  10.0   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8    8 Sc         0   0   5  4994  0.2  1.13 -9  18.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505031700 131  29  1.8  -9 -9.0   -9 1000.7 1007.7 -9  -9.0  14.5   7.5  63.0  10.4   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   8    8 Sc         0   0   5  4756  0.1  0.77 -9  18.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505031800 131  27  1.6  -9 -9.0   -9 1001.2 1008.2  2   1.0  13.5   6.8  64.0   9.9   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        6   6   10 Sc         0   0   5  5000  0.3  0.63 -9  16.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505031900 131  29  1.6  -9 -9.0   -9 1001.5 1008.5 -9  -9.0  12.6   6.6  67.0   9.7   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  3897  0.0  0.16 -9  14.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505032000 131  27  1.8  -9 -9.0   -9 1002.4 1009.4 -9  -9.0  11.8   6.0  68.0   9.3   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        1   1    8 -         -9  -9  -9  4363  0.0  0.00 -9  13.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505032100 131  29  0.7  -9 -9.0   -9 1003.4 1010.5  2   2.3  11.0   5.7  70.0   9.2   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        1   1   13 Sc         0   0   5  4539 -9.0 -9.00 -9  12.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505032200 131  27  0.9  -9 -9.0   -9 1004.4 1011.5 -9  -9.0  10.5   5.8  73.0   9.2   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  4210 -9.0 -9.00 -9  11.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505032300 131  27  1.9  -9 -9.0   -9 1004.5 1011.6 -9  -9.0   9.3   5.8  79.0   9.2   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2926 -9.0 -9.00 -9  11.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505040000 131  27  1.8  -9 -9.0   -9 1004.7 1011.8  2   1.3   9.0   5.9  81.0   9.3   -9.0   19.1   19.1   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1970 -9.0 -9.00 -9  10.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505040100 131  29  1.2  -9 -9.0   -9 1004.5 1011.6 -9  -9.0   8.7   5.7  82.0   9.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1550 -9.0 -9.00 -9  10.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505040200 131  23  0.8  -9 -9.0   -9 1004.6 1011.7 -9  -9.0   8.5   5.5  82.0   9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1619 -9.0 -9.00 -9  10.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202505040300 131  23  0.6  -9 -9.0   -9 1004.8 1011.9  3   0.1   8.4   5.4  82.0   9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1583 -9.0 -9.00 -9   9.8 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505040400 131  25  0.6  -9 -9.0   -9 1005.4 1012.6 -9  -9.0   8.1   5.3  83.0   8.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1422 -9.0 -9.00 -9   9.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
202505040500 131  20  1.0  -9 -9.0   -9 1005.6 1012.8 -9  -9.0   8.0   5.4  84.0   9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  1303 -9.0 -9.00 -9   9.5 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3  2
